 G_Healthy  G_Cancerous
2.20403300911136 3.11842538233966
2.00103429610047 5.48078487247553
0.813956288247019 2.56214733143101
1.58611912238581 6.06518199268098
2.47983196473704 3.37560803076006
2.5750811388697 5.76838338959601
0.977210662740044 5.96400743235892
1.82161082069867 1.32593234604482
0.55861415646644 6.69837001473156
1.92880844404554 6.89794128872489
3.28706634125666 2.08172485385135
2.94106834619687 6.89977051551486
1.94705328215081 3.71376500636576
3.17273154158292 4.01051364163298
2.92667696655335 6.49062035436561
2.27463410466535 4.79632350866727
1.23034298201715 6.72188127091948
1.99013645350229 6.12580647417207
3.11080810026361 7.15312377727474
2.66826536300614 6.54387199360807
1.58897620144932 3.67930284614913
0 5.04779761663539
1.51042090029441 4.57855457302026
0.0662256462593565 2.25087346002657
0.920088816638627 5.88939653439258
1.81162528301483 2.8124250933619
1.49773140778161 5.13955007611191
1.31312801145184 2.51678847433496
2.08352583194471 3.9140695663042
1.93150630806707 2.22804435393917
0.33154638369039 7.50045962347525
2.10734077209416 5.90890584266138
3.15385317869407 0.648402825382867
2.37021279815984 3.2783697145033
0.805343259831946 3.72192310207431
0.749772475809161 2.67589567240018
2.54737406677614 5.63269748647239
0.426200084409823 6.09366906116078
1.8607428285972 5.97663152448155
1.53372384962487 6.55160693362889
3.27183823761004 1.29136970211183
1.42274195813824 2.2316632757119
1.35662430316844 0.715529082254654
3.01976074125798 7.58353868032366
1.21763485140962 5.38697873779692
2.15647150269367 6.77379272877108
2.41781199074492 5.70333379741035
1.88407815666535 4.84600095246398
1.5076722550202 7.31759899226867
2.84051447440475 4.81650359767798
1.78464929113779 3.85982564589482
1.85073027309618 4.14229909150459
3.5532407913615 6.95224355248802
4.32305394181965 2.91257958103372
2.69110610269856 2.90867737595908
2.97162922240869 0
1.28307489399089 5.85969439853142
2.71818383049786 6.94204615709769
1.53939258462032 2.24283871722199
2.4762743265993 1.48203255159596
0.94769236929231 5.94836644798009
1.72911056305172 3.54321709044977
1.3549641834448 5.68414311132078
2.52540248184379 3.24322792787672
3.2516632338517 3.76421543111131
3.40141267624933 3.28739546846233
2.92097749580258 6.56031645024642
1.70407822085395 1.70568740177091
2.74803160102765 5.00956184603197
0.93896712628033 1.77173969539212
2.56620905079521 2.36723426444878
0.754859585372836 3.81274340693972
1.13684133329093 4.92990263699843
1.96678328763494 6.76608272209227
0.695350601433995 3.50044625522492
3.35799311938384 7.19639681352001
0.70545981659787 5.09861270177587
1.75489902209231 4.02440793169023
1.13364819612608 6.56169232188687
3.70787318222363 5.73967881031988
2.77811489275561 5.49306024823967
1.96262532915026 5.92903413095205
2.89818111441799 1.92142177368869
2.90188767191058 4.24502184788933
2.62552870255367 5.88063941444647
2.34411745948763 8.77845327076938
2.84505097650148 4.03146455230122
4.40580650110509 5.20452528515543
1.00134176410413 6.02466873410752
2.11133100367204 4.73475693698236
1.76893216328301 4.86809278394763
1.9938044944169 6.63269780927398
2.25483161957693 3.27973133805242
3.34063515618005 2.08791956732034
2.78024418512002 1.70463856103355
0.765641729812542 4.01508592762398
0.57860959281149 1.23471507536909
3.07821273773271 1.9410047484203
2.33345479335726 2.43784670627739
3.41231522827092 2.44294803163702
